datum,produkt,volym,belopp
2015-08-12 13:23,95-oktan,100.00,"1,629.00"
2015-08-12 13:07,95-oktan,13.35,217.47
2015-08-12 11:48,Diesel,95.61,"1,500.12"
2015-08-12 11:42,95-oktan,99.75,"1,624.93"
2015-08-12 11:35,95-oktan,68.14,"1,110.00"
2015-08-12 11:31,95-oktan,92.09,"1,500.15"
2015-08-12 11:13,95-oktan,12.60,205.25
2015-08-12 11:06,95-oktan,61.39,"1,000.04"
2015-08-12 10:50,95-oktan,16.40,267.16
2015-08-12 09:48,Diesel,17.40,273.01
2015-08-12 09:31,Diesel,15.22,238.80
2015-08-12 08:56,Diesel,26.80,420.49
2015-08-11 18:49,95-oktan,8.14,132.60
2015-08-11 17:14,95-oktan,36.84,600.12
2015-08-11 14:28,95-oktan,16.90,275.30
2015-08-11 13:46,95-oktan,6.15,100.18
2015-08-11 13:18,Diesel,30.11,472.43
2015-08-11 11:31,Diesel,40.95,642.51
2015-08-11 10:51,Diesel,10.34,162.23
2015-08-10 19:35,Diesel,38.10,597.79
2015-08-10 18:28,95-oktan,61.39,"1,000.04"
2015-08-10 17:59,95-oktan,5.03,81.94
2015-08-10 17:15,95-oktan,7.13,116.15
2015-08-10 17:01,Diesel,12.98,203.66
2015-08-10 16:55,Diesel,10.04,157.53
2015-08-10 16:46,95-oktan,7.13,116.15
2015-08-10 16:19,95-oktan,4.86,79.17
2015-08-10 15:35,95-oktan,100.00,"1,629.00"
2015-08-10 15:28,95-oktan,36.84,600.12
2015-08-10 15:22,Diesel,95.61,"1,500.12"
2015-08-10 14:43,Diesel,53.32,836.59
2015-08-10 14:38,Diesel,100.00,"1,569.00"
2015-08-10 14:22,Diesel,95.61,"1,500.12"
2015-08-10 14:00,95-oktan,23.79,387.54
2015-08-10 13:38,95-oktan,7.20,117.29
2015-08-10 13:24,95-oktan,16.01,260.80
2015-08-10 13:19,95-oktan,36.84,600.12
2015-08-10 12:49,95-oktan,17.83,290.45
2015-08-10 12:33,Diesel,100.00,"1,569.00"
2015-08-10 12:23,Diesel,63.74,"1,000.08"
2015-08-10 12:10,95-oktan,12.22,199.06
2015-08-10 12:07,Diesel,13.69,214.80
2015-08-10 11:40,95-oktan,20.62,335.90
2015-08-10 11:19,Diesel,35.50,557.00
2015-08-10 11:08,Diesel,50.99,800.03
2015-08-10 10:37,Diesel,9.43,147.96
2015-08-09 21:02,95-oktan,22.25,362.45
2015-08-09 18:45,Diesel,22.01,345.34
2015-08-09 18:18,95-oktan,49.11,800.00
2015-08-08 19:05,95-oktan,49.11,800.00
2015-08-08 17:37,95-oktan,61.39,"1,000.04"
2015-08-08 17:27,95-oktan,10.95,178.38
2015-08-08 09:01,Diesel,11.11,174.32
2015-08-08 07:25,95-oktan,98.22,"1,600.00"
2015-08-07 21:18,95-oktan,18.46,300.71
2015-08-07 19:07,95-oktan,19.77,322.05
2015-08-07 18:18,Diesel,83.76,"1,314.19"
2015-08-07 10:15,95-oktan,0.36,5.86
2015-08-07 10:13,95-oktan,0.46,7.49
2015-08-06 20:37,Diesel,94.99,"1,490.39"
2015-08-06 16:02,95-oktan,36.09,587.91
2015-08-06 16:00,95-oktan,59.69,972.35
2015-08-06 15:42,Diesel,6.40,100.42
2015-08-06 09:40,95-oktan,15.59,253.96
2015-08-06 07:55,95-oktan,92.09,"1,500.15"
2015-08-06 07:29,Diesel,47.81,750.14
2015-08-05 18:50,Diesel,5.73,89.90
2015-08-05 18:48,Diesel,38.25,600.14
2015-08-05 18:46,Diesel,38.25,600.14
2015-08-05 18:14,Diesel,9.15,143.56
2015-08-05 16:45,95-oktan,3.64,59.30
2015-08-05 08:54,Diesel,38.25,600.14
2015-08-05 08:51,Diesel,100.00,"1,569.00"
2015-08-05 08:40,95-oktan,9.48,154.43
2015-08-04 19:01,95-oktan,36.84,600.12
2015-08-04 18:33,95-oktan,10.11,164.69
2015-08-03 22:45,95-oktan,27.94,455.14
2015-08-03 22:27,95-oktan,1.55,25.25
2015-08-03 22:25,95-oktan,36.84,600.12
2015-08-03 19:34,95-oktan,8.41,137.00
2015-08-03 18:36,95-oktan,4.36,71.02
2015-08-03 18:13,95-oktan,6.41,104.42
2015-08-03 18:10,95-oktan,9.78,159.32
2015-08-03 08:24,Diesel,100.00,"1,569.00"
2015-08-02 22:01,95-oktan,6.28,102.30
2015-08-02 20:34,Diesel,9.67,151.72
2015-08-01 23:03,95-oktan,26.62,433.64
2015-08-01 21:47,95-oktan,10.06,163.88
2015-08-01 19:51,95-oktan,19.73,321.40
2015-07-31 22:02,95-oktan,22.65,368.97
2015-07-31 20:29,95-oktan,43.50,708.62
2015-07-30 20:21,95-oktan,18.05,294.03
2015-07-30 19:49,95-oktan,6.77,110.28
2015-07-30 19:15,95-oktan,61.30,998.58
2015-07-30 18:42,Diesel,26.76,419.86
2015-07-29 21:49,95-oktan,6.80,110.77
2015-07-29 19:44,95-oktan,18.39,299.57
2015-07-29 19:09,95-oktan,5.04,82.10
2015-07-29 18:57,95-oktan,36.84,600.12
2015-07-29 18:16,95-oktan,36.84,600.12
2015-07-29 08:17,95-oktan,17.73,288.82
2015-07-27 20:44,95-oktan,11.26,183.43
2015-07-27 09:44,95-oktan,10.69,174.14
2015-07-27 09:35,Diesel,46.91,736.02
2015-07-27 09:21,Diesel,43.30,679.38
2015-07-27 08:26,95-oktan,35.68,581.23
2015-07-27 06:14,95-oktan,15.18,247.28
2015-07-26 20:29,95-oktan,11.38,185.38
2015-07-26 19:26,95-oktan,15.15,246.79
2015-07-26 18:53,95-oktan,36.84,600.12
2015-07-26 18:48,95-oktan,42.98,700.14
2015-07-24 20:38,Diesel,5.32,83.47
2015-07-24 20:04,95-oktan,36.84,600.12
2015-07-24 18:58,95-oktan,9.90,161.27
2015-07-24 18:56,95-oktan,20.46,333.29
2015-07-24 18:53,95-oktan,46.05,750.15
2015-07-24 18:23,95-oktan,19.17,312.28
2015-07-24 08:22,95-oktan,5.06,82.43
2015-07-23 21:07,Diesel,11.19,175.57
2015-07-23 19:18,Diesel,10.58,166.00
2015-07-23 18:25,95-oktan,5.67,92.36
2015-07-23 09:16,95-oktan,61.39,"1,000.04"
2015-07-23 09:11,Diesel,39.78,624.15
2015-07-22 19:07,95-oktan,10.09,164.37
2015-07-22 18:58,95-oktan,24.82,404.32
2015-07-22 18:35,Diesel,10.10,158.47
2015-07-22 10:04,95-oktan,49.11,800.00
2015-07-22 10:01,95-oktan,7.48,121.85
2015-07-22 09:33,95-oktan,7.21,117.45
2015-07-22 09:31,Diesel,38.25,600.14
2015-07-22 09:24,Diesel,63.74,"1,000.08"
2015-07-21 21:56,95-oktan,5.74,93.50
2015-07-21 20:41,95-oktan,43.06,701.45
2015-07-21 19:29,95-oktan,3.71,60.44
2015-07-21 19:27,95-oktan,10.05,163.71
2015-07-21 18:33,95-oktan,12.45,202.81
2015-07-21 18:21,95-oktan,15.88,258.69
2015-07-21 18:05,Diesel,9.99,156.74
2015-07-21 09:01,95-oktan,5.89,95.95
2015-07-21 08:29,Diesel,18.16,284.93
2015-07-21 08:27,Diesel,44.62,700.09
2015-07-20 22:54,95-oktan,6.59,107.35
2015-07-20 21:36,95-oktan,17.78,289.64
2015-07-20 19:59,95-oktan,24.62,401.06
2015-07-20 18:37,95-oktan,2.12,34.53
2015-07-20 09:02,Diesel,8.54,133.99
2015-07-20 08:48,Diesel,15.63,245.23
2015-07-20 08:07,Diesel,100.00,"1,569.00"
2015-07-20 07:58,95-oktan,14.42,234.90
2015-07-20 05:17,Diesel,40.77,639.68
2015-07-19 21:43,95-oktan,9.44,153.78
2015-07-19 18:32,95-oktan,61.39,"1,000.04"
2015-07-19 18:27,95-oktan,61.39,"1,000.04"
2015-07-19 18:19,95-oktan,1.43,23.29
2015-07-19 18:17,95-oktan,36.84,600.12
2015-07-19 18:10,95-oktan,61.39,"1,000.04"
2015-07-19 09:00,95-oktan,2.02,32.91
2015-07-18 19:04,95-oktan,24.76,403.34
2015-07-18 19:01,95-oktan,24.94,406.27
2015-07-18 08:41,Diesel,15.43,242.10
2015-07-18 08:38,Diesel,38.25,600.14
2015-07-18 07:47,95-oktan,19.04,310.16
2015-07-17 21:34,95-oktan,25.13,409.37
2015-07-17 21:23,95-oktan,31.11,506.78
2015-07-17 20:18,95-oktan,6.53,106.37
2015-07-17 20:01,95-oktan,28.92,471.11
2015-07-17 19:46,95-oktan,17.89,291.43
2015-07-17 19:42,95-oktan,15.00,244.35
2015-07-17 19:03,95-oktan,13.69,223.01
2015-07-17 18:52,95-oktan,31.99,521.12
2015-07-17 18:41,95-oktan,17.55,285.89
2015-07-17 18:04,95-oktan,36.84,600.12
2015-07-16 22:26,95-oktan,9.95,162.09
2015-07-16 21:47,95-oktan,11.20,182.45
2015-07-16 21:43,95-oktan,36.84,600.12
2015-07-16 20:13,95-oktan,18.42,300.06
2015-07-16 18:19,95-oktan,10.35,168.60
2015-07-15 21:39,95-oktan,21.71,353.66
2015-07-15 21:36,95-oktan,24.78,403.67
2015-07-15 20:51,95-oktan,19.64,319.94
2015-07-15 20:20,95-oktan,67.53,"1,100.06"
2015-07-15 19:54,95-oktan,36.84,600.12
2015-07-15 18:17,95-oktan,36.84,600.12
2015-07-14 22:40,95-oktan,80.33,"1,308.58"
2015-07-14 20:42,95-oktan,15.23,248.10
2015-07-14 19:41,95-oktan,27.49,439.57
2015-07-14 19:35,95-oktan,21.37,341.71
2015-07-14 19:11,95-oktan,24.40,390.16
2015-07-14 19:09,Diesel,0.00,0.00
2015-07-14 18:53,95-oktan,12.35,197.48
2015-07-14 18:40,Diesel,20.82,322.50
2015-07-13 17:46,Diesel,4.88,75.59
2015-07-13 17:43,Diesel,38.74,600.08
2015-07-13 05:54,95-oktan,5.83,93.22
2015-07-12 22:11,95-oktan,18.07,288.94
2015-07-12 19:38,95-oktan,20.65,330.19
2015-07-12 19:28,95-oktan,37.53,600.10
2015-07-12 19:07,95-oktan,16.04,256.48
2015-07-12 18:34,95-oktan,12.58,201.15
2015-07-12 17:55,95-oktan,24.37,389.68
2015-07-11 21:55,95-oktan,6.58,105.21
2015-07-11 20:31,95-oktan,16.79,268.47
2015-07-11 20:23,95-oktan,10.41,166.46
2015-07-11 18:24,95-oktan,12.09,193.32
2015-07-11 08:50,Diesel,38.74,600.08
2015-07-11 08:44,Diesel,77.47,"1,200.01"
2015-07-10 23:07,95-oktan,23.33,373.05
2015-07-10 08:14,95-oktan,4.59,73.39
2015-07-10 07:34,95-oktan,5.36,85.71
2015-07-09 22:04,Diesel,38.74,600.08
2015-07-09 20:49,95-oktan,10.18,162.78
2015-07-09 20:38,95-oktan,25.05,400.55
2015-07-09 19:32,95-oktan,23.07,368.89
2015-07-09 19:17,95-oktan,37.53,600.10
2015-07-09 18:18,95-oktan,12.51,200.03
2015-07-06 21:09,95-oktan,4.73,75.63
2015-07-06 07:15,Diesel,34.54,535.02
2015-07-05 19:17,95-oktan,50.04,800.14
2015-07-05 19:04,95-oktan,12.12,193.80
2015-07-05 18:45,95-oktan,11.26,180.05
2015-07-05 18:29,95-oktan,7.21,115.29
2015-07-05 18:17,95-oktan,19.95,319.00
2015-07-05 08:40,Diesel,100.00,"1,549.00"
2015-07-05 00:28,95-oktan,25.19,402.79
2015-07-04 22:53,95-oktan,36.09,577.08
2015-07-04 22:32,95-oktan,5.94,94.98
2015-07-04 19:58,95-oktan,27.74,443.56
2015-07-04 18:35,95-oktan,18.16,290.38
2015-07-04 18:25,95-oktan,37.53,600.10
2015-07-04 18:18,95-oktan,37.53,600.10
2015-07-04 07:26,95-oktan,62.54,"1,000.01"
2015-07-03 21:31,95-oktan,62.54,"1,000.01"
2015-07-03 19:38,95-oktan,13.83,221.14
2015-07-03 19:27,95-oktan,61.81,988.34
2015-07-02 20:40,95-oktan,6.48,103.62
2015-07-02 19:30,Diesel,100.00,"1,549.00"
2015-07-02 18:56,95-oktan,12.53,200.35
2015-07-02 18:50,95-oktan,0.01,0.16
2015-07-02 18:47,95-oktan,68.80,"1,100.11"
2015-07-02 18:42,95-oktan,7.51,120.08
2015-07-02 18:06,95-oktan,22.59,361.21
2015-07-02 17:56,95-oktan,14.71,235.21
2015-07-01 09:31,95-oktan,11.89,190.12
2015-06-30 23:29,95-oktan,12.72,203.39
2015-06-30 19:22,95-oktan,16.28,260.32
2015-06-30 19:00,95-oktan,22.67,362.49
2015-06-30 18:30,95-oktan,62.54,"1,000.01"
2015-06-30 08:55,Diesel,13.19,204.31
2015-06-30 08:53,Diesel,38.74,600.08
2015-06-29 21:41,95-oktan,21.42,342.51
2015-06-29 21:04,95-oktan,4.99,79.79
2015-06-29 18:49,95-oktan,11.35,181.49
2015-06-29 17:35,95-oktan,22.02,352.10
2015-06-28 09:11,Diesel,22.20,343.88
2015-06-28 06:19,95-oktan,98.74,"1,578.85"
2015-06-27 19:00,95-oktan,25.43,406.63
2015-06-27 09:57,Diesel,51.65,800.06
2015-06-27 09:34,95-oktan,61.54,984.02
2015-06-26 21:00,95-oktan,29.67,474.42
2015-06-26 20:09,Diesel,64.56,"1,000.03"
2015-06-26 19:14,95-oktan,37.53,600.10
2015-06-26 18:54,95-oktan,7.39,114.47
2015-06-26 11:15,Diesel,59.12,886.21
2015-06-26 11:01,95-oktan,38.74,600.08
2015-06-26 10:50,Diesel,100.00,"1,499.00"
2015-06-26 10:03,Diesel,5.00,74.95
2015-06-26 09:23,Diesel,19.84,297.40
2015-06-26 09:19,95-oktan,77.47,"1,200.01"
2015-06-26 08:00,Diesel,8.98,134.61
2015-06-25 10:33,95-oktan,6.34,98.21
2015-06-24 12:25,Diesel,82.52,"1,236.97"
2015-06-24 10:45,95-oktan,5.06,78.38
2015-06-24 10:39,Diesel,27.69,415.07
2015-06-23 21:50,95-oktan,8.43,130.58
2015-06-23 21:11,Diesel,16.41,245.99
2015-06-23 21:09,Diesel,46.70,700.03
2015-06-23 18:03,95-oktan,31.83,493.05
2015-06-23 15:17,Diesel,5.05,75.70
2015-06-23 14:13,95-oktan,6.33,98.05
2015-06-23 12:41,Diesel,10.07,150.95
2015-06-23 11:54,Diesel,53.37,800.02
2015-06-23 10:57,Diesel,23.37,350.32
2015-06-23 09:53,95-oktan,51.65,800.06
2015-06-22 09:54,Diesel,0.00,0.00
2015-06-21 20:25,95-oktan,38.74,600.08
2015-06-21 20:20,95-oktan,38.74,600.08
2015-06-21 19:37,95-oktan,28.59,442.86
2015-06-21 19:19,95-oktan,5.35,82.87
2015-06-21 18:40,95-oktan,11.79,182.63
2015-06-21 18:18,95-oktan,13.56,210.04
2015-06-21 16:28,95-oktan,49.90,772.95
2015-06-21 15:58,95-oktan,64.56,"1,000.03"
2015-06-21 15:52,Diesel,7.85,117.67
2015-06-21 15:45,95-oktan,38.74,600.08
2015-06-21 15:42,95-oktan,9.61,148.86
2015-06-21 15:27,Diesel,13.67,204.91
2015-06-21 15:24,Diesel,66.72,"1,000.13"
2015-06-20 20:58,95-oktan,45.20,700.15
2015-06-20 19:28,95-oktan,10.05,155.67
2015-06-20 18:09,95-oktan,16.96,262.71
2015-06-20 08:40,Diesel,6.68,100.13
2015-06-19 17:10,95-oktan,38.74,600.08
2015-06-18 19:34,Diesel,7.88,118.12
2015-06-18 19:30,Diesel,46.70,700.03
2015-06-18 17:23,Diesel,40.03,600.05
2015-06-18 15:39,95-oktan,12.86,199.20
2015-06-18 14:27,Diesel,30.21,452.85
2015-06-16 12:12,95-oktan,33.26,515.20
2015-06-15 18:59,95-oktan,38.74,600.08
2015-06-15 18:56,95-oktan,61.33,950.00
2015-06-15 13:59,95-oktan,21.75,336.91
2015-06-15 11:12,Diesel,38.90,583.11
2015-06-15 10:04,Diesel,12.40,185.88
2015-06-14 17:17,95-oktan,19.61,303.76
2015-06-14 16:46,95-oktan,5.19,80.39
2015-06-14 12:39,Diesel,33.61,503.81
2015-06-13 17:52,95-oktan,51.65,800.06
2015-06-13 17:03,Diesel,10.36,155.30
2015-06-13 14:27,95-oktan,12.92,200.13
2015-06-13 14:10,Diesel,32.70,490.17
2015-06-13 13:18,95-oktan,100.00,"1,549.00"
2015-06-13 11:20,95-oktan,3.10,48.02
2015-06-13 10:36,Diesel,73.39,"1,100.12"
2015-06-12 21:19,95-oktan,6.46,100.07
2015-06-12 20:31,95-oktan,12.29,190.37
2015-06-12 20:11,95-oktan,32.28,500.02
2015-06-12 13:22,Diesel,100.00,"1,499.00"
2015-06-12 13:18,Diesel,100.00,"1,499.00"
2015-06-12 13:11,Diesel,100.00,"1,499.00"
2015-06-12 12:51,Diesel,100.00,"1,499.00"
2015-06-12 10:58,Diesel,66.72,"1,000.13"
2015-06-12 09:12,Diesel,10.10,151.40
2015-06-11 15:57,95-oktan,85.49,"1,324.24"
2015-06-11 13:34,95-oktan,12.30,190.53
2015-06-11 11:07,95-oktan,100.00,"1,549.00"
2015-06-10 20:18,Diesel,40.03,600.05
2015-06-10 19:32,Diesel,38.60,578.61
2015-06-10 12:24,Diesel,21.51,322.43
2015-06-09 17:05,Diesel,10.02,150.20
2015-06-09 10:27,Diesel,22.62,339.07
2015-06-09 09:01,Diesel,9.90,148.40
2015-06-08 12:13,Diesel,20.17,302.35
2015-06-08 09:26,Diesel,10.10,151.40
2015-06-07 08:46,Diesel,26.77,401.28
2015-06-06 16:33,Diesel,11.49,172.24
2015-06-06 15:25,Diesel,11.21,168.04
2015-06-06 15:22,95-oktan,64.56,"1,000.03"
2015-06-06 14:21,95-oktan,96.84,"1,500.05"
2015-06-06 13:12,95-oktan,20.67,320.18
2015-06-05 14:12,Diesel,66.72,"1,000.13"
2015-06-05 14:09,Diesel,66.72,"1,000.13"
2015-06-05 11:47,Diesel,46.71,700.18
2015-06-04 11:58,Diesel,10.05,150.65
2015-06-02 05:11,Diesel,62.21,932.53
2015-06-02 05:03,Diesel,0.22,3.30
2015-05-31 10:24,95-oktan,4.43,68.62
2015-05-30 16:28,Diesel,100.00,"1,499.00"
2015-05-30 16:22,Diesel,100.00,"1,499.00"
2015-05-26 15:34,95-oktan,59.96,928.78
2015-05-26 14:40,95-oktan,9.87,152.89
2015-05-26 10:53,95-oktan,30.22,468.11
2015-05-26 10:42,95-oktan,37.56,581.80
2015-05-25 18:46,Diesel,66.72,"1,000.13"
2015-05-25 18:40,Diesel,100.00,"1,499.00"
2015-05-25 16:27,95-oktan,28.54,442.08
2015-05-23 19:21,Diesel,14.89,223.20
2015-05-23 13:20,Diesel,26.50,397.24
2015-05-23 13:01,Diesel,60.04,900.00
2015-05-23 09:44,95-oktan,38.74,600.08
2015-05-23 09:41,95-oktan,38.74,600.08
2015-05-22 11:19,Diesel,40.03,600.05
2015-05-22 11:14,Diesel,40.03,600.05
2015-05-21 11:38,Diesel,66.72,"1,000.13"
2015-05-20 17:26,Diesel,22.98,344.47
2015-05-18 17:14,95-oktan,6.72,104.09
2015-05-16 16:55,95-oktan,64.56,"1,000.03"
2015-05-16 16:33,95-oktan,30.32,469.66
2015-05-16 12:18,Diesel,26.69,400.08
2015-05-16 12:13,Diesel,40.03,600.05
2015-05-15 18:47,95-oktan,38.74,600.08
2015-05-15 18:39,Diesel,100.00,"1,499.00"
2015-05-15 18:35,Diesel,66.46,996.24
2015-05-15 14:25,95-oktan,38.74,600.08
2015-05-15 11:56,95-oktan,38.74,600.08
2015-05-15 11:49,95-oktan,71.73,"1,111.10"
2015-05-15 11:32,95-oktan,37.20,576.23
2015-05-14 17:21,95-oktan,38.74,600.08
2015-05-14 17:10,Diesel,26.56,398.13
2015-05-14 16:44,Diesel,40.03,600.05
2015-05-14 12:29,95-oktan,38.74,600.08
2015-05-14 12:10,95-oktan,21.29,329.78
2015-05-14 12:06,95-oktan,38.74,600.08
2015-05-11 12:04,Diesel,20.15,302.05
2015-05-09 11:06,Diesel,33.38,500.37
2015-05-05 12:16,Diesel,9.06,135.81
2015-05-05 11:07,Diesel,36.35,544.89
2015-05-05 11:03,Diesel,53.37,800.02
2015-05-03 14:42,95-oktan,38.74,600.08
2015-05-03 14:03,95-oktan,38.74,600.08
2015-05-03 13:59,95-oktan,64.56,"1,000.03"
2015-05-03 11:56,95-oktan,13.82,214.07
2015-05-03 10:55,Diesel,80.04,"1,199.80"
2015-05-03 10:36,Diesel,40.03,600.05
2015-05-03 10:00,Diesel,25.46,381.65
2015-05-02 15:17,95-oktan,61.58,953.87
2015-05-02 15:03,95-oktan,32.88,509.31
2015-05-02 14:58,95-oktan,0.00,0.00
2015-05-02 14:55,Diesel,66.72,"1,000.13"
2015-05-02 14:51,Diesel,100.00,"1,499.00"
2015-05-01 18:00,95-oktan,33.10,512.72
2015-05-01 14:06,95-oktan,35.90,556.09
2015-05-01 14:03,95-oktan,100.00,"1,549.00"
2015-05-01 13:58,95-oktan,45.83,709.91
2015-05-01 13:32,Diesel,100.00,"1,499.00"
2015-05-01 12:53,95-oktan,64.56,"1,000.03"
2015-05-01 12:47,95-oktan,37.87,586.61
2015-05-01 12:45,95-oktan,19.83,307.17
2015-05-01 10:45,Diesel,66.72,"1,000.13"
2015-04-28 10:38,Diesel,40.03,600.05
2015-04-26 08:33,Diesel,9.17,137.46
2015-04-23 15:50,Diesel,30.87,462.74
2015-04-19 11:35,95-oktan,96.84,"1,500.05"
2015-04-17 16:41,Diesel,100.00,"1,499.00"
2015-04-17 16:36,Diesel,100.00,"1,499.00"
2015-04-11 15:13,Diesel,39.19,587.46
2015-04-11 15:10,Diesel,66.72,"1,000.13"
2015-04-11 15:02,95-oktan,16.53,256.05
2015-04-07 15:39,95-oktan,11.18,173.18
2015-04-05 11:45,Diesel,25.63,384.19
2015-04-03 11:53,95-oktan,71.02,"1,100.10"
2015-03-31 14:08,95-oktan,38.74,600.08
2015-03-31 14:04,95-oktan,64.56,"1,000.03"
2015-03-29 12:49,Diesel,40.03,600.05
2015-02-14 12:28,[Ingen produkt],0.00,0.00
2015-02-14 12:22,Diesel,0.06,0.99
2015-02-14 12:21,95-oktan,0.62,10.53
2015-01-31 09:50,Diesel,0.07,1.15
2015-01-30 15:32,Diesel,0.00,0.00
2014-12-31 15:12,Diesel,24.45,403.18
2014-12-06 18:00,Diesel,32.31,532.79
2014-12-01 08:40,Diesel,42.45,700.00
2014-11-22 14:48,Diesel,32.46,535.27
2014-11-09 13:25,95-oktan,30.20,513.10
2014-11-07 11:56,Diesel,14.30,235.81
2014-11-07 08:44,Diesel,60.65,"1,000.12"
2014-11-04 10:42,95-oktan,15.67,266.23
2014-11-02 15:48,Diesel,40.11,661.41
2014-10-31 11:17,Diesel,42.45,700.00
2014-10-30 08:18,95-oktan,88.29,"1,500.05"
2014-10-30 08:01,95-oktan,22.27,378.37
2014-10-25 12:17,Diesel,42.45,700.00
2014-10-25 10:46,95-oktan,100.00,"1,699.00"
2014-10-21 07:45,95-oktan,34.82,591.59
2014-10-17 09:47,Diesel,29.37,484.31
2014-10-16 11:45,Diesel,61.86,"1,020.07"
2014-10-13 17:08,Diesel,60.65,"1,000.12"
2014-10-13 17:04,95-oktan,4.11,69.83
2014-10-13 10:54,95-oktan,47.82,812.46
2014-10-12 14:38,Diesel,60.59,999.13
2014-10-11 13:14,Diesel,4.17,68.76
2014-10-10 13:18,Diesel,42.45,700.00
2014-10-10 11:00,Diesel,42.45,700.00
2014-10-10 10:57,Diesel,42.45,700.00
2014-10-09 16:17,95-oktan,17.07,290.02
2014-10-07 10:24,Diesel,16.32,269.12
2014-10-06 14:33,95-oktan,46.88,796.49
2014-10-06 09:03,95-oktan,20.99,356.62
2014-10-05 16:13,95-oktan,41.21,700.16
2014-10-05 08:34,95-oktan,12.42,211.02
2014-10-04 16:46,Diesel,42.45,700.00
2014-10-04 16:43,Diesel,42.45,700.00
2014-10-04 16:36,Diesel,60.65,"1,000.12"
2014-10-04 15:01,95-oktan,100.00,"1,699.00"
2014-10-04 14:42,Diesel,1.67,27.54
2014-10-04 14:40,Diesel,42.45,700.00
2014-10-04 10:50,95-oktan,58.86,"1,000.03"
2014-10-04 09:05,95-oktan,34.89,592.78
2014-10-04 08:44,Diesel,53.37,880.07
2014-10-03 17:29,Diesel,0.07,1.15
2014-09-30 18:03,95-oktan,27.43,466.04
2014-09-30 16:36,95-oktan,30.08,511.06
2014-09-30 16:00,95-oktan,3.59,60.99
2014-09-30 08:43,95-oktan,22.43,381.09
2014-09-30 07:54,Diesel,42.45,700.00
2014-09-26 08:54,95-oktan,41.21,700.16
2014-09-25 16:42,95-oktan,50.81,863.26
2014-09-25 13:17,Diesel,42.45,700.00
2014-09-24 16:37,95-oktan,30.74,522.27
2014-09-24 10:10,95-oktan,41.21,700.16
2014-09-24 09:40,Diesel,60.65,"1,000.12"
2014-09-24 08:12,95-oktan,12.19,207.11
2014-09-23 12:31,95-oktan,41.21,700.16
2014-09-23 12:04,95-oktan,88.29,"1,500.05"
2014-09-22 11:25,Diesel,72.78,"1,200.14"
2014-09-22 09:15,95-oktan,41.21,700.16
2014-09-22 09:11,95-oktan,58.86,"1,000.03"
2014-09-21 18:11,95-oktan,41.21,700.16
2014-09-21 18:03,95-oktan,88.29,"1,500.05"
2014-09-21 12:45,95-oktan,25.94,440.72
2014-09-20 15:22,95-oktan,17.05,289.68
2014-09-20 15:16,Diesel,27.81,458.59
2014-09-20 14:31,95-oktan,23.21,394.34
2014-09-20 13:10,95-oktan,5.12,86.99
2014-09-20 13:07,Diesel,90.93,"1,499.44"
2014-09-20 12:56,Diesel,60.65,"1,000.12"
2014-09-20 12:52,95-oktan,16.44,279.32
2014-09-20 11:43,Diesel,42.45,700.00
2014-09-20 11:31,95-oktan,41.21,700.16
2014-09-20 11:28,Diesel,21.41,353.05
2014-09-20 11:11,Diesel,30.67,505.75
2014-09-19 18:31,Diesel,32.06,528.67
2014-09-19 13:47,95-oktan,47.09,800.06
2014-09-19 13:13,Diesel,42.45,700.00
2014-09-19 10:13,Diesel,10.00,164.90
2014-09-18 19:31,95-oktan,41.21,700.16
2014-09-18 18:21,95-oktan,10.76,182.81
2014-09-18 13:34,95-oktan,43.98,747.22
2014-09-18 12:24,Diesel,42.45,700.00
2014-09-18 11:57,Diesel,49.38,814.28
2014-09-18 09:53,95-oktan,36.81,625.40
2014-09-17 18:42,95-oktan,5.89,100.07
2014-09-17 15:00,Diesel,25.03,412.74
2014-09-17 12:12,Diesel,10.30,169.85
2014-09-17 12:12,95-oktan,30.42,516.84
2014-09-16 15:13,Diesel,48.52,800.09
2014-09-15 16:08,95-oktan,41.21,700.16
2014-09-15 12:46,95-oktan,28.86,490.33
2014-09-15 10:55,Diesel,11.83,195.08
2014-09-15 10:48,Diesel,13.76,226.90
2014-09-14 15:09,Diesel,26.23,432.53
2014-09-14 13:52,Diesel,27.47,452.98
2014-09-14 12:33,Diesel,42.45,700.00
2014-09-14 12:23,Diesel,9.40,155.01
2014-09-14 12:02,95-oktan,10.02,170.24
2014-09-14 11:56,Diesel,28.95,477.39
2014-09-14 11:52,Diesel,100.00,"1,649.00"
2014-09-14 09:41,95-oktan,87.02,"1,478.47"
2014-09-13 15:47,95-oktan,28.78,488.97
2014-09-13 15:39,Diesel,24.38,402.03
2014-09-13 15:36,Diesel,42.45,700.00
2014-09-13 15:00,95-oktan,11.81,200.65
2014-09-13 12:56,Diesel,31.68,522.40
2014-09-13 12:23,95-oktan,35.32,600.09
2014-09-13 12:18,Diesel,6.48,106.86
2014-09-13 12:12,95-oktan,41.21,700.16
2014-09-13 12:09,95-oktan,41.21,700.16
2014-09-13 12:02,95-oktan,5.23,88.86
2014-09-13 10:58,Diesel,12.09,199.36
2014-09-13 10:47,Diesel,44.46,733.15
2014-09-13 07:31,Diesel,10.13,167.04
2014-09-13 07:15,95-oktan,99.11,"1,683.88"
2014-09-12 16:56,Diesel,34.81,574.02
